名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID(参数1)	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否快捷键废)	使用后是否消失	金币	是否可放快捷栏	是否有属性	是否立即使用	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
火凤轻吟·同伴绝技秘籍	2	1	846	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升"火凤轻吟"技能,能使主人移动速度更快		100	1	0	\script\mineitem\partner_skillbook_ultimate.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
纯阳无极·同伴绝技秘籍	2	1	847	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升"纯阳无极"技能,使主人尽快从迟缓状态恢复		100	1	0	\script\mineitem\partner_skillbook_ultimate.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
云生结海·同伴绝技秘籍	2	1	848	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升"云生结海"技能,能增加主人的冰防		100	1	0	\script\mineitem\partner_skillbook_ultimate.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
平和气诀·同伴辅助秘籍	2	1	849	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"平和气诀"技能,使心态平静,能提高命中		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
虚空闪影·同伴辅助秘籍	2	1	850	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"虚空闪影"技能,增加在战斗中的躲闪能力		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
会神静心·同伴辅助秘籍	2	1	851	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"会神静心"技能,提高会心一击的几率		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
无念心经·同伴诅咒秘籍	2	1	852	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"无念心经"技能,能削弱敌人的雷防		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
五行无相·同伴辅助秘籍	2	1	853	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"五行无相"技能,全面提高各种抗性		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
弥气飘踪·同伴辅助秘籍	2	1	854	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"弥气飘踪"技能,加强移动能力		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
花飞蝶舞·同伴辅助秘籍	2	1	855	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"花飞蝶舞"技能,提高外功系武功出招速度		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
流光飞舞·同伴秘籍(取消)	2	1	856	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"流光飞舞"技能,提高内功系武功出招速度		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
还彼之身·同伴辅助秘籍	2	1	857	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"还彼之身"技能,能反弹近身伤害		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
倒行逆施·同伴辅助秘籍	2	1	858	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"倒行逆施"技能,能反弹远程伤害		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
性傲三冬·同伴辅助秘籍	2	1	859	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"性傲三冬"技能,减少受伤动作时间		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
点血截脉·同伴诅咒秘籍	2	1	860	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"点血截脉"技能,能削弱敌人的冰防		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
万毒不复·同伴辅助秘籍	2	1	861	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"万毒不复"技能,能尽快从中毒状态恢复		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
身轻如燕·同伴辅助秘籍	2	1	862	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"身轻如燕"技能,能尽快从迟缓状态恢复		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
凝音归元·同伴辅助秘籍	2	1	863	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"凝音归元"技能,能尽快从眩晕状态恢复		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
易骨经·同伴辅助秘籍	2	1	864	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"易骨经"技能,弱化受到的致命一击		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
束身术·同伴诅咒秘籍	2	1	865	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"束身术"技能,使敌人受到攻击时较难回复		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
缓身术·同伴诅咒秘籍	2	1	866	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"缓身术"技能,使敌人受到攻击时动作缓慢		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
眩目定身术·同伴诅咒秘籍	2	1	867	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"眩目定身术"技能,使敌人有可能致晕		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
益寿阴阳·同伴辅助秘籍	2	1	868	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"益寿阴阳"技能,提高生命力		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
安抚之语·同伴辅助秘籍	2	1	869	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"安抚之语"技能,在一定时间恢复生命		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
三生有幸·同伴辅助秘籍	2	1	870	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"三生有幸"技能,提高同伴自身的运气		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
鬼迷魅惑·同伴诅咒秘籍	2	1	871	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"鬼迷魅惑"技能,干扰敌人的攻击命中		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
夺命缠绕·同伴诅咒秘籍	2	1	872	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"夺命缠绕"技能,阻止敌人的闪避		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
妖狐倩影·同伴诅咒秘籍	2	1	873	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"妖狐倩影"技能,降低敌人的会心一击概率		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
惑神乱心·同伴诅咒秘籍	2	1	874	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"惑神乱心"技能,能削弱敌人的毒防		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
孤身碎影·同伴诅咒秘籍	2	1	875	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"孤身碎影"技能,能削弱敌人的普防		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
死亡羁绊·同伴诅咒秘籍	2	1	876	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"死亡羁绊"技能,降低敌人的移动速度		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
深魂念唱·同伴诅咒秘籍	2	1	877	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"深魂念唱"技能,使敌人的外功系武功出招速度减缓		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
及魄之咒·同伴诅咒秘籍	2	1	878	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"及魄之咒"技能,使敌人的内功系武功出速度减缓		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
化髓无意·同伴诅咒秘籍	2	1	879	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"化髓无意"技能,降低敌人的近身伤害反弹		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
融骨无踪·同伴诅咒秘籍	2	1	880	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"融骨无踪"技能,降低敌人的远程伤害反弹		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
阴潮之气·同伴秘籍(取消)	2	1	881	\spr\item\questkey\obj_item_lection.spr	341	1	1	能使同伴参悟和提升"阴潮之气"技能,使敌人毒发得更加频繁		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
暗毒之手·同伴诅咒秘籍	2	1	882	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"暗毒之手"技能,使敌人中毒更深		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
三伏之气·同伴诅咒秘籍	2	1	883	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"三伏之气"技能,使敌人更长时间处于眩晕状态		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南冥三段击·同伴武功秘籍	2	1	884	\spr\item\questkey\taskobj090.spr	374	1	1	能使同伴参悟和提升"南冥三段击"入门武功<enter>提高普攻伤害并对同伴初阶技能有加成		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
信使木腰牌	2	1	885	\spr\item\task\item_xinshimu.spr	385	1	2	木质纹理的腰牌上有班驳的血迹.使用它可以提高你的负抗10点.		100	1	0	\script\mineitem\messenger\toll_mupaixinshi.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
信使铜腰牌	2	1	886	\spr\item\task\item_xinshitong.spr	385	1	2	腰牌上篆刻着一只青铜色的猛虎.使用它可以提高你的负抗15点.		100	1	0	\script\mineitem\messenger\toll_tongpaixinshi.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
信使银腰牌	2	1	887	\spr\item\task\item_xinshiyin.spr	385	1	2	腰牌上银色的光辉像隔着一层淡淡的水雾.使用它可以提高你的负抗20点.		100	1	0	\script\mineitem\messenger\toll_yinpaixinshi.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
信使金腰牌	2	1	888	\spr\item\task\item_xinshijin.spr	385	1	2	代表身份的金质腰牌.使用它可以提高你的负抗25点.		100	1	0	\script\mineitem\messenger\toll_jinpaixinshi.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
御赐信使腰牌	2	1	889	\spr\item\task\item_xinshiyuci.spr	385	1	2	皇上亲自颁赐的信使最高荣誉,全天下只有五面.使用它可以提高你的负抗30点.		100	1	0	\script\mineitem\messenger\toll_yucixinshi.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
烤焦的月饼	2	1	890	\spr\item\special\月饼.spr	377	1	1	一个烤焦的月饼,使用后可以获得少量的经验.		100	1	0	\script\mineitem\zhongqiu\yuebing_kaojiao.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
豆沙月饼	2	1	891	\spr\item\mid_autumn\yuebing.spr	377	1	1	一个按秘方制作的豆沙月饼,可在明月老人处换取一个仙草露.		100	1	0	\script\mineitem\zhongqiu\yuebing_dousha.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
莲蓉月饼	2	1	892	\spr\item\mid_autumn\yuebing.spr	377	1	1	一个按秘方制作的莲蓉月饼,使用后可随机获得(20万、30万、40万)经验.		100	1	0	\script\mineitem\zhongqiu\yuebing_lianrong.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
蛋黄豆沙月饼	2	1	893	\spr\item\mid_autumn\yuebing.spr	377	1	1	一个按秘方制作的蛋黄豆沙月饼,可在明月老人处换取一个大福缘露.		100	1	0	\script\mineitem\zhongqiu\yuebing_dhdousha.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
蛋黄莲蓉月饼	2	1	894	\spr\item\mid_autumn\yuebing.spr	377	1	1	一个按秘方制作的蛋黄莲蓉月饼,使用后可随机获得(50万、100万、150万)经验.		100	1	0	\script\mineitem\zhongqiu\yuebing_dhlianrong.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
果仁月饼	2	1	895	\spr\item\mid_autumn\yuebing.spr	377	1	1	一个按秘方制作的果仁月饼,可在明月老人处换取一个神秘大红包.		100	1	0	\script\mineitem\zhongqiu\yuebing_guoren.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
什锦月饼	2	1	896	\spr\item\mid_autumn\yuebing.spr	377	1	1	一个按秘方制作的什锦月饼,可在明月老人处随机换取一件"定国安邦"黄金装备.		100	1	0	\script\mineitem\zhongqiu\yuebing_shenjin.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
中秋礼盒	2	1	897	\spr\item\mid_autumn\zhongqiuwupin.spr	432	1	1	一个特殊的礼盒,右键使用后,可以随机获得制作月饼的材料.		1	1	0	\script\mineitem\zhongqiu\zhongqiu_lihe.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
沈昭远的手稿之乱起西方	2	1	898	\spr\item\questkey\taskobj075.spr	41	1	1	观星者沈昭远的神秘手稿之一.		1	1	0	\script\mineitem\zhongqiu\task_shenzhaoyuan1.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
中秋礼品盒	2	1	899	\spr\item\mid_autumn\zhongqiuwupin.spr	432	1	1	神秘的中秋礼品盒,右键使用可以随机获得优质的面粉和莲蓉.		100	1	0	\script\mineitem\mid_autumn\zhongqiu_lipinhe.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
火漆密函	2	1	900	\spr\item\questkey\taskobj075.spr	41	1	1	一封藏在花灯夹层之中的火漆密函.		1	1	0	\script\mineitem\zhongqiu\task_huoqimihan.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
无人无我·同伴诅咒秘籍	2	1	901	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴参悟和提升"无人无我"技能,能削弱敌人的火防		100	1	0	\script\mineitem\partner_skillbook_learnt.lua	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
古旧箱子	2	1	902	\spr\item\oldbox\oldbox.spr	433	1	1	一个看上去破旧不堪的宝箱,里面究竟锁着什么样的绝世珍呢？<enter><color=green>(单击右键即可打开)<color>		10000	1	0	\script\mineitem\oldbox.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
任务锦囊	2	1	903	\spr\item\questkey\taskobj405.spr	366	1	1	用以查看当前正在进行任务的锦囊,并可以做取消操作,佩雷斯测试专用的哦		10000	1	0	\script\mineitem\task_tools.lua	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
任务卷轴	2	2	904	\spr\item\questkey\random_taskbook.spr	341	1	1	\script\item\taskitem_show.lua		10000	1	0	\script\mineitem\random_taskbook.lua	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
藏宝图	2	2	905	\spr\item\questkey\treasuremap.spr	341	1	1	\script\item\treasuremap_show.lua		10000	1	0	\script\mineitem\treasuremap.lua	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
低级辉煌之果	2	1	906	\spr\item\questkey\huihuangzhiguo.spr	377	1	1	低级辉煌之种结出的果实,吃下可以成倍增长功力		10000	1	1	\script\mineitem\huihuangzhiguo1.lua	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
中级辉煌之果	2	1	907	\spr\item\questkey\huihuangzhiguo.spr	377	1	1	中级辉煌之种结出的果实,吃下可以成倍增长功力		10000	1	1	\script\mineitem\huihuangzhiguo2.lua	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
辉煌之果	2	1	908	\spr\item\questkey\huihuangzhiguo.spr	377	1	1	80级以上人士食用以后可获得不少验值,每天最多食用10个.		10000	1	1	\script\mineitem\huihuangzhiguo3.lua	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
黄金之果	2	1	909	\spr\item\questkey\huangjinzhiguo.spr	377	1	1	辉煌之种结出的果实,吃下可以成倍增长功力.		10000	1	1	\script\mineitem\goldenseed.lua	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
面具大礼包(所有少年青年同伴)	2	1	910	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用,可以获得各个五行属性少年和青年同伴面具各一个(总计10个面具,均为一次性使用面具).		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
面具礼包(随机少年青年同伴)	2	1	911	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用,可以随机获得各个五行属性少年和青年同伴面具其中一个(此面具为一次性使用).		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
十全大补丸礼包	2	1	912	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得大力丸、飞速丸、毒防丸、冰防丸、火防丸、雷防丸、加跑丸、长命丸、高中丸、高闪丸每样一颗.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(玄铁剑)	2	1	913	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性玄铁剑各一把.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(大风刀)	2	1	914	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性大风刀各一把.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(金箍棒)	2	1	915	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性金箍棒各一根.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(破天戟)	2	1	916	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性破天戟各一支.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(破天锤)	2	1	917	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性破天锤各一把.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(霸王镖)	2	1	918	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性霸王镖各一支.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(碎月刀)	2	1	919	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性碎月刀各一把.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(孔雀翎)	2	1	920	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性孔雀翎各一支.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(龙凤血玉镯)	2	1	921	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性龙凤血玉镯各一对.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(天蚕护腕)	2	1	922	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性天蚕护腕各一对.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(通天发冠)	2	1	923	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性通天发冠各一顶.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(掩日盔)	2	1	924	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性掩日盔各一顶.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(白金腰带)	2	1	925	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性白金腰带各一根.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(天蚕靴)	2	1	926	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性天蚕靴各一双.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
随机任务礼包(飞凤靴)	2	1	927	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以获得金、木、水、火、土属性飞凤靴各一双.		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴技能书礼包(金刚不破)	2	1	928	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以得到《金刚不破·同伴秘籍》2到5级各一本(总计4本)		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴技能书礼包(百毒不侵)	2	1	929	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以得到《百毒不侵·同伴秘籍》2到5级各一本(总计4本)		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴技能书礼包(冰雪初融)	2	1	930	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以得到《冰雪初融·同伴秘籍》2到5级各一本(总计4本)		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
同伴技能书礼包(真火抗力)	2	1	931	\spr\item\obj_item_jixiang.spr	377	1	1	右键点击使用,可以得到《真火抗力·同伴秘籍》2到5级各一本(总计4本)		10000	1	0	\script\mineitem\xinnianlibao\xinniangift.lua	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
